stationID,name,address,latitude,longitude,bonus,status,contract_name,bike_stands,available_bike_stands,available_bikes,last_update
239,DARWIN,DARWIN - AV. BRUGMANN / BRUGMANNLAAN 139-147,50.8187714,4.350961,TRUE,OPEN,Bruxelles-Capitale,25,14,9,2018-03-03T17:39:20+00:00
67,PARC CINQUANTENAIRE / JUBELPARK,PARC CINQUANTENAIRE/JUBELPARK - AVENUE D'AUDERGHEM/OUDERGEMSESTEENWEG 45,50.83975,4.385426,TRUE,OPEN,Bruxelles-Capitale,35,30,5,2018-03-03T17:38:45+00:00
357,AVIATION,AVIATION - INTERSECTION AVENUE DE L'AVIATION ET AVENUE ORBAN,50.834634,4.456746,FALSE,OPEN,Bruxelles-Capitale,20,4,16,2018-03-03T17:38:40+00:00
257,PL MARGHERITE D'AUTRICHE / MARGARETHA VAN OO,PLACE MARGHERITE D'AUTRICHE / MARGARETHA VAN OOSTENRIJKPLEIN,50.872169,4.298216,FALSE,OPEN,Bruxelles-Capitale,25,12,13,2018-03-03T17:39:10+00:00
179,CELTES/KELTEN,CELTES/KELTEN - AVENUE DE TERVUEREN (FACE AU 17) / TERVURENLAAN (TEGENOVER 17),50.839217,4.398015,TRUE,OPEN,Bruxelles-Capitale,44,28,9,2018-03-03T17:40:28+00:00
18,GUTENBERG / GUTENBERG,GUTENBERG - SQUARE GUTENBERG (FACE N?? 5)/GUTENBERGSSQUARE (TEGENOVER N?? 5),50.84771,4.377552,FALSE,OPEN,Bruxelles-Capitale,25,10,15,2018-03-03T17:40:02+00:00
359,JCDECAUX,JCDecaux - ALL?E VERTE 50 ? 1000 BRUXELLES,50.867708,4.357532,FALSE,OPEN,Bruxelles-Capitale,20,12,8,2018-03-03T17:40:06+00:00
332,VERGOTE,VERGOTE - BD BRAND WHITLOK,50.845229,4.404311,FALSE,OPEN,Bruxelles-Capitale,24,10,13,2018-03-03T17:40:33+00:00
92,LENOIR,LENOIR - BLD DE SMET DE NAEYER/DE SMET DE NAEYERLAAN 187 - 189,50.875826,4.329921,FALSE,OPEN,Bruxelles-Capitale,24,13,11,2018-03-03T17:39:42+00:00
181,LOUIS TITZ,LOUIS TITZ - AVENUE DE LA CHASSE/ JACHTLAAN 182 - 184,50.835723,4.394395,FALSE,OPEN,Bruxelles-Capitale,25,8,17,2018-03-03T17:39:48+00:00
353,BEAULIEU,BEAULIEU - RUE JULES COCKX / JULES COCKXSTRAAT,50.815681,4.40812,TRUE,OPEN,Bruxelles-Capitale,20,7,13,2018-03-03T17:40:31+00:00
111,ETANGS MELLAERTS VIJVERS,ETANGS MELLAERTS VIJVERS - BOULEVARD DU SOUVERAIN FACE / VORSTLAAN VOOR 275,50.827831,4.431822,FALSE,OPEN,Bruxelles-Capitale,25,11,14,2018-03-03T17:40:22+00:00
159,MASUI,MASUI - AVENUE DE LA REINE / KONINGINNELAAN 153,50.869297,4.36257,FALSE,OPEN,Bruxelles-Capitale,25,18,5,2018-03-03T17:40:32+00:00
127,GRAY/GRAY (D?MONT?E POUR TRAVAUX),D?MONT?E POUR TRAVAUX - GRAY  -  RUE DES DEUX PONTS (FACE 4)/ TWEEBRUGGENSTRAAT (TEGENOVER 4),50.832194,4.377694,FALSE,CLOSED,Bruxelles-Capitale,20,0,0,2018-02-15T21:39:44+00:00
296,GARE DE BOITSFORT,GARE DE BOITSFORT / BOSVOORDE STATION - CHEE DE LA HULPE DVT 187 / HULPSESTEENWEG 187,50.79528,4.40832,FALSE,OPEN,Bruxelles-Capitale,25,15,10,2018-03-03T17:30:37+00:00
209,VEEWEYDE / VEEWEIDE,VEEWEYDE / VEEWEIDE - BD THEO LAMBERT (FACE 5 a 9) / THEO LAMBERTLAAN (TEGENOVER ( tot 9),50.828602,4.299621,FALSE,OPEN,Bruxelles-Capitale,25,14,11,2018-03-03T17:31:28+00:00
270,DE PADUWA,DE PADUWA - AVENUE DES ANCIENS COMBATTANTS / OUD-STRIJDERSLAAN 1,50.859127,4.414406,FALSE,OPEN,Bruxelles-Capitale,25,13,12,2018-03-03T17:31:00+00:00
41,SAINT-ROCH/SINT-ROCHUS,SAINT ROCH/SINT-ROCHUS - CHAUSSEE D'ANVERS/ANTWERPSELAAN 37,50.859302,4.35485,FALSE,OPEN,Bruxelles-Capitale,24,16,7,2018-03-03T17:31:10+00:00
94,DUCHESSE DE BRABANT/HERTOGIN VAN BRABANT,DUCHESSE DE BRABANT/HERTOGIN VAN BRABANT - RUE DE BIRMINGHAM / BIRMINGHAMSTRAAT,50.849215,4.329184,FALSE,OPEN,Bruxelles-Capitale,20,12,8,2018-03-03T17:31:16+00:00
171,PISCINE LOUIS NAMECHE ZWEMBAD,PISCINE LOUIS NAMECHE ZWEMBAD - RUE CHARLES MALISSTRAAT / PARKING PISCINE / ZWEMBAD PARKING,50.854789,4.312201,FALSE,OPEN,Bruxelles-Capitale,25,16,8,2018-03-03T17:31:25+00:00
201,PETERBOS,PETERBOS - BD MARIA GROENINCKX DE MAY (FACE 26) / MARIA GROENINCKX DE MAYLAAN (TEGENOVER 26),50.842667,4.295939,TRUE,OPEN,Bruxelles-Capitale,25,16,9,2018-03-03T17:31:33+00:00
205,DE LINDE,DE LINDE - PLACE DE LINDE 22 / DE LINDEPLEIN 22,50.835503,4.299573,FALSE,OPEN,Bruxelles-Capitale,25,17,8,2018-03-03T17:31:06+00:00
286,BENS,BENS - CHEE D'ALSEMBERG DEVANT LE 548 / ALSEMBERSESTEENWEG VOOR 548,50.80814,4.336901,FALSE,OPEN,Bruxelles-Capitale,20,6,14,2018-03-03T17:31:18+00:00
304,ARAUCARIA,ARAUCARIA - AV DES CROIX DE FEU DEV 221C,50.893497,4.363297,FALSE,OPEN,Bruxelles-Capitale,25,20,5,2018-03-03T17:30:55+00:00
49,WILLEBROEK,WILLEBROECK/WILLEBROEK - QUAI DE WILLEBROECK/WILLEBROEKKAAI 22 BIS,50.8615,4.351143,FALSE,OPEN,Bruxelles-Capitale,25,18,7,2018-03-03T17:30:40+00:00
57,MADOU/MADOU,MADOU - RUE SCAILQUIN/SCAILQUINSTRAAT,50.849761,4.369356,TRUE,OPEN,Bruxelles-Capitale,23,16,7,2018-03-03T17:30:51+00:00
324,THOMAS BALIS,THOMAS BALIS - CHEE DE WAVRE 1395 ?? 1403 / WAVERSESTEENWEG 1395 TOT 1403,50.819641,4.412926,FALSE,OPEN,Bruxelles-Capitale,25,11,14,2018-03-03T17:36:10+00:00
63,JULES CESAR,JULES CESAR - AVENUE DE TERVUREN DEVANT / TERVURENLAAN VOOR 278,50.834705,4.421643,TRUE,OPEN,Bruxelles-Capitale,20,9,11,2018-03-03T17:35:38+00:00
136,PAVILLON/PAVILJOEN,PAVILLON/PAVILJOEN - PLACE PAVILLON /PAVILJOENPLAATS 92-94-96,50.869809,4.371808,FALSE,OPEN,Bruxelles-Capitale,24,10,13,2018-03-03T17:35:52+00:00
289,SQUARE GEORGES MARLOWSQUARE,SQUARE GEORGES MARLOWSQUARE - SQUARE MARLOW FACE 3-4-5 / MARLOWSQUARE VOOR 3-4-5,50.801594,4.340061,FALSE,OPEN,Bruxelles-Capitale,25,9,16,2018-03-03T17:35:43+00:00
325,HANKAR,HANKAR - CHEE DE WAVRE / WAVERSESTEENWEG 1208,50.821735,4.405622,TRUE,OPEN,Bruxelles-Capitale,25,22,3,2018-03-03T17:36:30+00:00
115,PETITE SUISSE/KLEIN ZWITSERLAND,PETITE SUISSE / KLEIN ZWITSERLAND - PLACE DE LA PETITE SUISSE (FACE 16-18) / KLEIN ZWITSERLANDPLEIN (TEGENOVER 16 - 18),50.817775,4.384971,FALSE,OPEN,Bruxelles-Capitale,24,19,5,2018-03-03T17:36:36+00:00
313,DEMEY,DEMEY - INTERSECTION BD INVALIDENLAAN / AV LOUIS DEHOUXLAAN,50.814958,4.416987,FALSE,OPEN,Bruxelles-Capitale,25,3,22,2018-03-03T17:35:32+00:00
56,ARCHIMEDE / ARCHIMEDES,ARCHIMEDE/ARCHIMEDES - RUE ARCHIMEDE/ARCHIMEDESSTRAAT 58-64,50.845817,4.383722,FALSE,OPEN,Bruxelles-Capitale,25,11,14,2018-03-03T17:35:07+00:00
229,ZAMAN FOREST NATIONAL/ZAMAN VORST NATIONAAL,ZAMAN FOREST NATIONAL/ZAMAN VORST NATIONAAL - AV VAN VOLXEM 2 / VAN VOLXEMLAAN 2,50.813587,4.324681,FALSE,OPEN,Bruxelles-Capitale,18,13,5,2018-03-03T17:34:51+00:00
284,CLAESSENS,CLAESSENS - RUE CLAESSENS FACE 7 / CLAESSENSSTRAAT VOOR 7,50.873085,4.35859,FALSE,OPEN,Bruxelles-Capitale,25,8,17,2018-03-03T17:34:40+00:00
280,HEYSEL / HEISEL,HEYSEL / HEISEL - AVENUE DE L'IMPERATRICE CHARLOTTE / KEIZERIN CHARLOTTELAAN,50.897522,4.334831,FALSE,OPEN,Bruxelles-Capitale,25,15,10,2018-03-03T17:33:28+00:00
81,PONT BOCKSTAEL/BRUG BOCKSTAEL,PONT BOCKSTAEL/BRUG BOCKSTAEL - BLD EMILE BOCKSTAEL/EMILE BOCKSTAELLAAN 5,50.870259,4.343195,FALSE,OPEN,Bruxelles-Capitale,25,12,13,2018-03-03T17:33:00+00:00
3,PORTE DE FLANDRE / VLAAMSEPOORT,PORTE DE FLANDRE/VLAAMSEPOORT - BLD DE NIEUPORT/NIEUWPOORTLAAN 1,50.853203,4.341823,FALSE,OPEN,Bruxelles-Capitale,20,14,5,2018-03-03T17:33:13+00:00
149,JULES LEBRUN,JULES LEBRUN - CHAUSSEE DE LOUVAIN (FACE 593) / LEUVENSE STEENWEG (TEGENOVER 593),50.856208,4.403386,FALSE,OPEN,Bruxelles-Capitale,25,10,15,2018-03-03T17:33:08+00:00
106,GERMOIR/MOUTERIJ,GERMOIR/MOUTERIJ - AVENUE DE LA COURONNE/KROONLAAN 92-94-96,50.830012,4.378625,TRUE,OPEN,Bruxelles-Capitale,25,20,5,2018-03-03T17:33:07+00:00
250,SAINTE-ELISABETH,SAINTE-ELISABETH - AV DE FRE CROISEMENT CH DE WATERLOO / DEFRELAAN - WATERLOOSESTEENWEG,50.80534,4.372123,FALSE,OPEN,Bruxelles-Capitale,25,20,5,2018-03-03T17:32:37+00:00
51,MIDI FONSNY/ZUID FONSNY,MIDI FONSNY/ZUID FONSNY - RUE D'ANGLETERRE / ENGELANDSTRAAT,50.835699,4.338826,FALSE,OPEN,Bruxelles-Capitale,25,7,18,2018-03-03T17:33:22+00:00
114,SAISONS/JAARGETIJDEN,SAISONS/JAARGETIJDEN  -  AVENUE DES SAISONS 2 / JAARGETIJDENLAAN 2,50.820391,4.385358,FALSE,OPEN,Bruxelles-Capitale,25,16,9,2018-03-03T17:34:31+00:00
342,MAISON COMMUNALE DE BERCHEM ST AGHATE,MAISON COMMUNALE DE BERCHEM ST AGHATE - AVENUE DU ROI ALBERT DVT 38,50.864761,4.294429,FALSE,OPEN,Bruxelles-Capitale,20,12,8,2018-03-03T17:33:41+00:00
292,RITTWEGER (FERM?E - TRAVAUX DE VOIRIE),FERM?E - TRAVAUX DE VOIRIE - RITTWEGER - RUE RITTWEGER 6-8 / RITTWEGERSTRAAT 6-8,50.797739,4.336083,FALSE,CLOSED,Bruxelles-Capitale,20,0,0,2018-03-03T17:34:19+00:00
285,COGHEN,COGHEN - AV COGHEN 1 A 5 / COGHENSTRAAT 1 TOT 5,50.813469,4.338951,FALSE,OPEN,Bruxelles-Capitale,25,13,11,2018-03-03T17:33:47+00:00
64,VETERINAIRES / VEEARTSEN,VETERINAIRES/VEEARTSEN - RUE DE FRANCE / FRANKRIJKSTRAAT,50.832749,4.331058,FALSE,OPEN,Bruxelles-Capitale,25,11,14,2018-03-03T17:34:02+00:00
4,JARDIN AUX FLEURS / BLOEMENHOF,JARDIN AUX FLEURS/BLOEMENHOF - PLACE DU JARDIN AUX FLEURS/BLOEMENHOFPLEIN - RUE DES 6 JETONS/ZES PENNIGENSTRAAT 71,50.847976,4.343696,FALSE,OPEN,Bruxelles-Capitale,20,13,7,2018-03-03T17:32:34+00:00
168,HOPITAL FRAN?AIS/FRANS HOSPITAAL,HOPITAL FRAN?AIS/FRANS HOSPITAAL - AVENUE JOS GOFFINLAAN 133-135,50.866379,4.303281,FALSE,OPEN,Bruxelles-Capitale,25,16,9,2018-03-03T17:32:31+00:00
13,LEMONNIER,LEMONNIER - BLD. MAURICE LEMONNIER/DE MAURICE LEMONNIERLAAN 202-204-206,50.840184,4.341324,FALSE,OPEN,Bruxelles-Capitale,25,3,22,2018-03-03T17:32:30+00:00
221,CURIE,CURIE - SQUARE MARIE CURIE (FACE 30) / MARIE CURIE SQUARE (TEGENOVER 30),50.821846,4.284394,FALSE,OPEN,Bruxelles-Capitale,25,10,15,2018-03-03T17:32:33+00:00
293,KEYM,KEYM - AVENUE DU COLVERT,50.810528,4.40231,FALSE,OPEN,Bruxelles-Capitale,25,20,5,2018-03-03T17:31:51+00:00
312,CENTRE CULTUREL / CULTUREEL CENTRUM,CENTRE CULTUREL / CULTUREEL CENTRUM - BD DU SOUVERAIN FACE 282 / VORSTLAAN VOOR 282,50.816948,4.426551,FALSE,OPEN,Bruxelles-Capitale,25,20,5,2018-03-03T17:32:15+00:00
54,TOUR ET TAXIS/THURN&TAXIS,TOUR ET TAXIS/THURN&TAXIS - RUE PICARD/ PICARDSTRAAT 3,50.863445,4.34635,FALSE,OPEN,Bruxelles-Capitale,25,18,7,2018-03-03T17:32:03+00:00
241,STATUAIRES/BEELDHOUWWERK,STATUAIRES/BEELDHOUWWERK - AVENUE DE FRE/DE FRELAAN 62,50.803917,4.349116,FALSE,OPEN,Bruxelles-Capitale,25,10,13,2018-03-03T17:36:38+00:00
323,CARENE,CARENE - AV LEON GROSJEAN 79,50.855186,4.415246,FALSE,OPEN,Bruxelles-Capitale,20,9,10,2018-03-03T17:37:17+00:00
130,ROND POINT DU SOUVERAIN,ROND POINT DU SOUVERAIN - BOULEVARD DU SOUVERAIN FACE / VORSTLAAN VOOR 207,50.820244,4.430081,FALSE,OPEN,Bruxelles-Capitale,23,10,13,2018-03-03T17:37:12+00:00
45,STEPHANIE/STEFANIA,STEPHANIE/STEFANIA - AV LOUISE/LOUIZALAAN 61A-63-65,50.83308,4.35743,FALSE,OPEN,Bruxelles-Capitale,25,16,9,2018-03-03T17:36:43+00:00
348,HANSEN-SOULIE,HANSEN-SOULIE - AVENUE HANSEN-SOULIE 42,50.831078,4.398546,FALSE,OPEN,Bruxelles-Capitale,24,14,10,2018-03-03T17:37:37+00:00
157,HELIOTROPES/HELIOTROPEN,HELIOTROPES/HELIOTROPEN - BOULEVARD LAMBERMONT /  LAMBERMONTLAAN 374,50.863388,4.386222,FALSE,OPEN,Bruxelles-Capitale,24,13,11,2018-03-03T17:36:57+00:00
319,ANCIENNE BARRIERE/OUDE AFSPANNING,ANCIENNE BARRIERE / OUDE AFSPANNINGSPLEIN - PLACE DE L'ANCIENNE BARRIERE FACE 10,50.885197,4.317648,FALSE,OPEN,Bruxelles-Capitale,20,9,11,2018-03-03T17:36:41+00:00
32,DANSAERT,DANSAERT - RUE ANTOINE DANSAERT/ANTOINE DANSAERTSTRAAT 60-62-64,50.850176,4.346384,FALSE,OPEN,Bruxelles-Capitale,35,7,28,2018-03-03T17:36:50+00:00
194,STUYVENBERG,AVENUE HOUBA DE STROOPER LAAN 30-32,50.885885,4.342003,FALSE,OPEN,Bruxelles-Capitale,25,13,11,2018-03-03T17:38:28+00:00
128,MUSEE DU TRAM,MUSEE DU TRAM - AVENUE DE TERVUREN / TERVURENLAAN,50.832355,4.432358,FALSE,OPEN,Bruxelles-Capitale,25,17,8,2018-03-03T17:38:14+00:00
268,DUNANT,DUNANT - AV HENRI DUNANT / HENRI DUNANTLAAN,50.862808,4.410791,FALSE,OPEN,Bruxelles-Capitale,20,4,16,2018-03-03T17:38:20+00:00
156,JAMBLINE DE MEUX/JAMBLINNE DE MEUX,JAMBLINE DE MEUX - PLACE JAMBLINNE DE MEUX / JAMBLINNE DE MEUXPLEIN 43 - 44 - 45,50.847158,4.393255,TRUE,OPEN,Bruxelles-Capitale,25,23,2,2018-03-03T17:38:24+00:00
303,VIEUX TILLEUL,VIEUX TILLEUL - AV DU BOIS DE LA CAMBRE FACE 113,50.807903,4.392756,FALSE,OPEN,Bruxelles-Capitale,25,17,8,2018-03-03T17:37:44+00:00
65,PARVIS DE ST GILLES,PARVIS DE ST GILLES/ST-GILLISVOORPLEIN - CHAUSSEE DE WATERLOO/ WATERLOOSESTEENWEG 65-69,50.829985,4.344557,FALSE,OPEN,Bruxelles-Capitale,25,14,7,2018-03-03T17:38:09+00:00
158,VAN YSENDIJCK,VAN YSENDIJCK - AVENUE VOLTAIRE (FACE 6) / VOLTAIRELAAN (TEGENOVER 6),50.867955,4.379577,FALSE,OPEN,Bruxelles-Capitale,24,14,10,2018-03-03T17:38:36+00:00
340,TOMBERG,AVENUE PAUL HYMANSLAAN,50.843617,4.425324,FALSE,OPEN,Bruxelles-Capitale,24,10,13,2018-03-03T17:38:28+00:00
46,ALBERTINE / ALBERTINA,ALBERTINE/ALBERTINA - BLD DE L'EMPEREUR/KEIZERSLAAN face/tegenover 2,50.843556,4.355006,FALSE,OPEN,Bruxelles-Capitale,24,10,13,2018-03-03T17:37:49+00:00
314,HERRMANN DEBROUX,HERRMANN DEBROUX - AV HERRMANN DEBROUXLAAN,50.812325,4.427962,FALSE,OPEN,Bruxelles-Capitale,30,18,12,2018-03-03T17:38:52+00:00
267,GENEVE,GENEVE - RUE DE GENEVE /  GENEVESTRAT 12,50.86171,4.403147,FALSE,OPEN,Bruxelles-Capitale,25,17,8,2018-03-03T17:38:49+00:00
272,SCHEUTBOS,SCHEUTBOS - BD METTEWIE/LAAN FACE/VOOR 419,50.850845,4.299659,FALSE,OPEN,Bruxelles-Capitale,25,10,15,2018-03-03T17:38:51+00:00
74,PLACE LOIX/LOIXPLEIN,PLACE LOIX/LOIXPLEIN - RUE BERCKMANS/ BERCKMANSSTRAAT 78 - 84,50.831936,4.353037,FALSE,OPEN,Bruxelles-Capitale,24,14,10,2018-03-03T17:38:57+00:00
196,PRINCE DE LIEGE / PRINS VAN LUIK,PRINCE DE LIEGE / PRINS VAN LUIK - CHEE DE NINOVE (FACE 629) / NINOOFSESTEENWEG (TEGENOVER 629),50.846874,4.29817,TRUE,OPEN,Bruxelles-Capitale,25,16,9,2018-03-03T17:39:06+00:00
231,KERSBEEK (FERM?E POUR MAINTENANCE),FERM?E POUR MAINTENANCE - KERSBEEK - AV KERSBEEK 107 / KERSBEEKLAAN 107,50.805801,4.3194,FALSE,CLOSED,Bruxelles-Capitale,19,0,0,2018-03-03T17:39:37+00:00
53,GARE DU MIDI / ZUIDSTATION,GARE DU MIDI / ZUIDSTATION - PLACE VICTOR HORTA / VICTOR HORTAPLEIN,50.837499,4.335947,FALSE,OPEN,Bruxelles-Capitale,40,7,32,2018-03-03T17:40:34+00:00
290,GARE DE CALEVOET / KALEVOET STATION,GARE DE CALEVOET / KALEVOET STATION - CHEE D'ALSEMBERG / ALSEMBERGSESTEENWEG 1006,50.79158,4.332669,FALSE,OPEN,Bruxelles-Capitale,24,9,15,2018-03-03T17:40:25+00:00
70,AURORE/DAGERAAD,AURORE/DAGERAAD - AVENUE LOUISE/LOUIZALAAN 440,50.818113,4.371446,TRUE,OPEN,Bruxelles-Capitale,25,8,17,2018-03-03T17:39:40+00:00
307,KAREL BOGAERT,KAREL BOGAERT - BD EMILE BOCKSTAEL / EMILE BOCKSTAELLAAN 307,50.881889,4.347448,FALSE,OPEN,Bruxelles-Capitale,20,5,15,2018-03-03T17:39:50+00:00
144,SAINTE-MARIE/SINTE-MARIA,SAINTE MARIE/SINTE-MARIA - RUE ROYALE/ KONINGSSTRAAT 257 - 259,50.85778,4.368144,FALSE,OPEN,Bruxelles-Capitale,25,10,15,2018-03-03T17:40:26+00:00
7,PARC / PARK,PARC/PARK - RUE ROYALE  (FACE N??66-68)/KONINGSSTRAAT (TEGENOVER N??66-68),50.846319,4.362244,TRUE,OPEN,Bruxelles-Capitale,25,17,8,2018-03-03T17:40:31+00:00
104,FERNAND COCQ,FERNAND COCQ - PLACE FERNAND COCQ (FACE AU 19-23) / FERNAND COCQPLEIN (TEGENOVER 19 - 23) (FERM?E),50.833304,4.366611,TRUE,OPEN,Bruxelles-Capitale,40,28,12,2018-03-03T17:39:38+00:00
343,VANDENDRIESCH,VANDENDRIESCH - RUE J-B VANDENDRIESCH 22-24,50.861788,4.292913,FALSE,OPEN,Bruxelles-Capitale,20,11,9,2018-03-03T17:40:36+00:00
75,GENERAL BARON/GENERAAL BARON,GENERAL BARON/GENERAAL BARON - AV DU PARC / PARKLAAN 51 - 55,50.825888,4.340388,FALSE,OPEN,Bruxelles-Capitale,25,25,0,2018-03-03T17:40:33+00:00
43,JOSEPH II / JOZEF II,JOSEPH II/JOZEF II - RUE JOSEPH II/JOZEF II-STRAAT,50.845256,4.374501,FALSE,OPEN,Bruxelles-Capitale,25,10,15,2018-03-03T17:39:50+00:00
108,FLAGEY,FLAGEY - PLACE FLAGEY (FACE 11)/EUGENE FLAGEYPLEIN (TEGENOVER 11),50.828012,4.371756,FALSE,OPEN,Bruxelles-Capitale,35,0,35,2018-03-03T17:39:54+00:00
309,SQUARE DU CENTENAIRE (FERM?E - TRAVAUX),FERM?E - TRAVAUX DE VOIRIE - SQUARE DU CENTENAIRE / EEUWFEESTSQUARE- SQUARE DU CENTENAIRE,50.87521,4.317954,FALSE,CLOSED,Bruxelles-Capitale,25,0,0,2018-02-15T21:39:45+00:00
331,GEORGES HENRI,GEORGES HENRI - AV GEORGES HENRI,50.842319,4.406295,FALSE,OPEN,Bruxelles-Capitale,20,9,11,2018-03-03T17:30:40+00:00
214,CAMPUS CERIA / CAMPUS VAN CERIA,CAMPUS CERIA / CAMPUS VAN CERIA - AV EMILE GRYSON (FACE 6 a 10) / EMILE GRYSONLAAN (TEGENOVER 6 tot 10),50.816002,4.295121,TRUE,OPEN,Bruxelles-Capitale,30,14,16,2018-03-03T17:31:24+00:00
140,AZALEES/AZALEA,AZALEES / AZALEA -   AVENUE PAUL DESCHANEL/LAAN FACE/TEGENOVER N??  6-8,50.862704,4.381289,FALSE,OPEN,Bruxelles-Capitale,25,14,11,2018-03-03T17:30:49+00:00
217,BIZET,BIZET - PLACE BIZET (face 11 a 19) / BIZETPLEIN (TEGENOVER 11 tot 19),50.824913,4.297248,FALSE,OPEN,Bruxelles-Capitale,23,9,14,2018-03-03T17:31:25+00:00
287,FLOREAL,FLOREAL - AV BRUGMANN 359 / BRUGMANNLAAN 359,50.809334,4.345243,FALSE,OPEN,Bruxelles-Capitale,23,7,15,2018-03-03T17:31:20+00:00
118,SCHWEITZER,SCHWEITZER - PLACE DOCTEUR SCHWEITZER,50.864622,4.297878,FALSE,OPEN,Bruxelles-Capitale,25,13,12,2018-03-03T17:30:51+00:00
71,LEGRAND,LEGRAND - AV LOUISE/LOUIZALAAN 525,50.815019,4.371982,TRUE,OPEN,Bruxelles-Capitale,22,6,16,2018-03-03T17:30:51+00:00
300,GARE DE BOONDAELSTATION,GARE DE BOONDAELSTATION - AV DE LA FORET 23 / VORSTLAAN 23,50.801434,4.392831,FALSE,OPEN,Bruxelles-Capitale,25,18,6,2018-03-03T17:31:30+00:00
37,POELAERT / POELAERT,POELAERT - PLACE POELAERT/POELAERTPLEIN 3,50.83795,4.353019,TRUE,OPEN,Bruxelles-Capitale,25,19,6,2018-03-03T17:30:33+00:00
44,CHARLEMAGNE / KAREL DE GROTE,CHARLEMAGNE/KAREL DE GROTE - RUE DE LA SCIENCE/WETENSCHAPSSTRAAT 11,50.841707,4.370986,FALSE,OPEN,Bruxelles-Capitale,25,6,19,2018-03-03T17:30:30+00:00
212,THEO LAMBERT,THEO LAMBERT - BD THEO LAMBERT (FACE 60) / THEO LAMBERT LAAN (TEGENOVER 60),50.827106,4.2925,FALSE,OPEN,Bruxelles-Capitale,25,8,17,2018-03-03T17:32:23+00:00
315,SACRE COEUR AUDERGHEM/HEILIGE HART OUDERGHEM,SACRE COEUR AUDERGHEM / HEILIGE HART OUDERGHEM - SQUARE DU SACREE C?UR / HEILIG-HARTSQUARE,50.810322,4.435789,FALSE,OPEN,Bruxelles-Capitale,20,17,3,2018-03-03T17:31:56+00:00
17,COMTE DE FLANDRE/GRAAF VAN VLAANDEREN,COMTE DE FLANDRE/GRAAF VAN VLAANDEREN - RUE SAINTE-MARIE / SINT-MARIASTRAAT,50.855358,4.339465,FALSE,OPEN,Bruxelles-Capitale,24,21,2,2018-03-03T17:31:49+00:00
208,MELBA,MELBA - AV NELLIE MELBA (FACE 1 a 9) / NELLIE MELBALAAN (TEGENOVER 1 tot 9),50.832565,4.294311,FALSE,OPEN,Bruxelles-Capitale,25,18,7,2018-03-03T17:32:18+00:00
77,PAUL JANSON,PAUL JANSON - CHAUSSEE DE CHARLEROI/ CHARLEROISESTEENWEG 159,50.827399,4.355281,TRUE,OPEN,Bruxelles-Capitale,25,15,9,2018-03-03T17:37:09+00:00
59,PLACE ST-JOSSE/ST JOOSTPLEIN,PLACE ST-JOSSE/ST-JOOSTPLEIN  -  RUE WILLEMS (FACE 5 - 11) / WILLEMSSTRAAT (TEGENOVER 5 - 11),50.849681,4.375312,FALSE,OPEN,Bruxelles-Capitale,24,4,20,2018-03-03T17:37:06+00:00
91,BELGICA,BELGICA - PLACE WERRIE/ WERRIEPLEIN 24,50.867773,4.335217,FALSE,OPEN,Bruxelles-Capitale,25,13,12,2018-03-03T17:36:43+00:00
352,ROUGE-CLO?TRE / ROOD-KLOOSTER,ROUGE-CLO?TRE - RUE DU ROUGE-CLO?TRE (PARKING CENTRE D'ART) / ROOD-KLOOSTERSTRAAT (PARKING KUNSTENCENTRUM),50.814264,4.443479,FALSE,OPEN,Bruxelles-Capitale,23,12,11,2018-03-03T17:37:17+00:00
195,WESTLAND SHOPPING,WESTLAND SHOPPING - BD SYLVAIN DUPUIS 265 / SYLVAIN DUPUIS LAAN 265,50.8377,4.288726,FALSE,OPEN,Bruxelles-Capitale,25,12,13,2018-03-03T17:37:04+00:00
185,PERE DE DEKEN/PATER DE DEKEN,PERE DE DEKEN/PATER DE DEKEN - RUE P?RE DE DEKEN/ PATER DE DEKENSTRAAT 40,50.835797,4.401599,FALSE,OPEN,Bruxelles-Capitale,25,11,14,2018-03-03T17:35:28+00:00
190,TERDELT,TERDELT - PLACE TERDELT / TERDELTPLEIN,50.867904,4.390696,FALSE,OPEN,Bruxelles-Capitale,22,7,15,2018-03-03T17:34:42+00:00
101,ZELLIK,ZELLIK - CHAUSSEE DE ZELLIK 4,50.869204,4.291663,FALSE,OPEN,Bruxelles-Capitale,25,4,21,2018-03-03T17:35:14+00:00
222,MERCKX,MERCKX - ROUTE DE LENNIK / LENNIKSEBAAN,50.817162,4.280012,FALSE,OPEN,Bruxelles-Capitale,25,6,19,2018-03-03T17:35:12+00:00
165,CIMETIERE DE JETTE / KERKHOF JETTE,CIMETIERE DE JETTE / KERKHOF JETTE - BLD DE SMET DE NAEYER (FACE AU 322)/ DE SMET DE NAEYERSTRAAT (TEGENOVER 322),50.879668,4.33425,FALSE,OPEN,Bruxelles-Capitale,23,12,11,2018-03-03T17:34:49+00:00
351,ULB,ULB - AV BUYL CROISEMENT AV DE L'UNIVERSITE (DEVANT L'ULB),50.813724,4.384205,TRUE,OPEN,Bruxelles-Capitale,25,10,14,2018-03-03T17:35:26+00:00
360,STOCKEL/STOKKEL,"STOCKEL/STOKKEL - AVENUE D'OPHEMLAAN, 1-3",50.84157,4.46577,FALSE,OPEN,Bruxelles-Capitale,25,18,7,2018-03-03T17:35:07+00:00
